latitude,longitude,hour,day_of_week,lighting_condition,crowd_density,police_presence_dist,risk_score
22.73726,75.875987,21,2,0.09808598448914266,0.3862469177962907,0.40414834806280187,72
22.720992,75.876083,21,2,0.085841459935665,0.33185346075190586,1.4372952463554565,75
22.736676,75.883168,10,2,0.9220235829692699,0.602735307962273,0.4734314534746227,27
22.746527,75.887139,10,2,0.8331713989692017,0.8717612493296674,1.3763172584405186,26
22.769531,75.888772,10,2,0.8366892976028133,0.8037528853992957,3.833885598189478,39
22.735218,75.913366,14,2,0.9084390729509771,0.884828688398928,4.209827944193272,79
22.736766,75.908579,8,2,0.9901564456484322,0.0796057675524799,3.2545760583197705,100
22.736766,75.908579,3,2,0.010944273872887721,0.13856560039444968,4.51486906643253,100
22.722247,75.915294,1,2,0.2030474787372189,0.0777132265554579,4.4676929213606575,93
22.722247,75.915294,19,2,0.2578797640532368,0.8896887857530029,4.2439780523581865,89
22.741662,75.869137,14,2,0.8345514793851796,0.6278345814912856,0.7081354412978148,68
22.741662,75.869137,14,2,0.9010473535181003,0.9655502599560379,0.3899054194468782,62
22.746877,75.883168,22,2,0.04799171123988277,0.22278300531159437,2.8747258894870478,55
22.744534,75.931421,22,2,0.09968932931087278,0.5628085651366304,5.950884649691322,100
22.765772,75.870461,22,2,0.17607055108212274,0.514743734153736,2.9896760795966246,89
22.767806,75.875984,12,2,0.9207148372538737,0.8225020113958101,3.7625325988740714,67
22.71521,75.870047,13,2,0.8303025032495833,0.935492787803283,0.39267922546136613,93
22.698342,75.910757,3,2,0.010647703342731228,0.124761731600909,4.6685977578167055,100
22.694114,75.904223,23,2,0.2793278908344135,0.24992550633743768,5.5986999987216555,100
22.711535,75.860105,19,2,0.17927561206373682,0.7011157564761965,1.7294534703514217,70
22.715121,75.856601,11,2,0.9598506019861447,0.6093381817231216,0.8844235903402875,26
22.719961,75.843657,11,2,0.8111585049885084,0.8794912332296334,1.1440227119836774,65
22.719961,75.843657,18,2,0.4311434243488153,0.7413265291307247,1.6357678340896713,35
22.727249,75.853214,1,2,0.25624912798508226,0.12137773068991818,1.6616235994718247,87
22.72692,75.85158,0,2,0.26606222959842046,0.1229225708588412,2.2802156483217084,80
22.72692,75.85158,22,2,0.026358132093766706,0.40414633940099937,1.2962783436564438,45
22.72692,75.85158,22,2,0.09853371098326495,0.26515790658975086,1.8281261698214648,48
22.723873,75.828416,8,2,0.9058936672902586,0.0891424446978409,1.1491098862265359,35
22.723873,75.828416,15,2,0.9268980820247761,0.7945878447624014,0.870147224525447,64
22.723873,75.828416,15,2,0.9517587131507735,0.5162043857624525,0.7326350279930847,67
22.723873,75.828416,0,2,0.16803290466340418,0.062424926826545706,1.2978891021173726,78
22.670918,75.827524,15,2,0.9723664210948645,0.9125800237001764,3.662988304197925,75
22.670918,75.827524,15,2,0.9826373335040074,0.5596456124691571,3.4391598614285326,79
22.670918,75.827524,19,2,0.24682320946010014,0.9235621889424155,3.1191359616717493,83
22.670918,75.827524,19,2,0.18551917748841237,0.6735533875966062,2.694545431890411,85
22.670918,75.827524,19,2,0.01589138514087288,0.5628941256807882,3.341912488473208,93
22.670918,75.827524,19,2,0.21788120684008344,0.9311183686394813,3.3235989787684077,84
22.74359,75.793494,13,2,0.9574583557061968,0.9773488692089978,4.985171224806201,80
22.74359,75.793494,16,2,0.8757457264822877,0.8394508322743369,4.270632573116935,80
22.709422,75.84624,21,2,0.04632382537841446,0.4566712546408201,2.151420042706975,88
22.709422,75.84624,23,2,0.17692935056044157,0.3686446446198004,2.6367309298248265,90
22.683833,75.829296,19,2,0.29522079437973214,0.8879260423475897,1.77004165186033,36
22.683833,75.829296,17,2,0.8156494788121524,0.6292824306968097,2.195254166122466,34
22.683833,75.829296,19,2,0.17022849366451417,0.9750539315732485,2.0719093913232367,38
22.708925,75.853507,19,2,0.10327896498158413,0.9060247878729197,1.5477634250194376,77
22.708925,75.853507,20,2,0.27384667414736125,0.7927208256875828,2.651949114831488,82
22.705097,75.888405,17,2,0.9068037899906144,0.8426820874828573,2.6453416237134872,31
22.692111,75.867548,20,2,0.1732751375439587,0.6427407999582325,2.56462531921994,85
22.693141,75.827293,15,2,0.8640213625145439,0.8495497950287598,1.2188917949391023,25
22.66215,75.9035,12,3,0.8823418421122725,0.7946012359966339,6.926605260234533,74
22.66215,75.9035,14,3,0.8889407355709771,0.9819521770934307,7.371162132179085,71
22.66215,75.9035,16,2,0.8641782919164679,0.8868781519954656,7.158557454024011,73
22.7462,75.8682,22,3,0.12887536261091362,0.48870406423189655,1.1668070489771631,71
22.7278,75.8046,18,3,0.40815919521118,0.8143036952335585,2.7232045856838107,70
22.713,75.8236,16,3,0.861797094489974,0.8617233889149525,1.802830235367833,58
22.6709,75.8275,1,3,0.048298430567028594,0.1240318594430313,3.754775068440406,91
22.8514,75.5422,12,3,0.8255474333186679,0.5485294764036097,34.64571493215279,79
22.7411,75.8512,12,3,0.9237707977800216,0.7032610845606295,2.3777705087817473,32
22.7411,75.8512,17,3,0.8950951168947509,0.7861938945257243,1.4488693051611798,27
22.66215,75.9035,15,3,0.8824378337824678,0.6558200411525437,6.41397913991989,46
22.7094,75.8779,22,3,0.2363821126480224,0.316693296354716,1.0788788864499008,42
22.5778,75.7796,16,3,0.982944848110761,0.5296413639536262,13.981485272565594,47
22.5778,75.7796,17,3,0.9295458463724349,0.7087691573468695,14.109879764794128,45
22.6854,75.6143,15,3,0.9975616549210065,0.9575589940210822,22.76571201098822,40
22.7115,75.8601,18,3,0.5578630783661157,0.6459855636115667,0.9933749096668837,71
22.6905,75.8191,20,3,0.17923785357664118,0.7155989755447347,2.349130711757923,83
22.6905,75.8191,11,3,0.8357629532906581,0.8882903416374714,0.8015695263823241,64
22.7368,75.9086,19,3,0.04342897669294732,0.5694346970114506,3.7904620701865452,100
22.7462,75.8682,15,3,0.8965769541040027,0.6975352722594623,1.6283392825694667,99
22.7571,75.8822,16,3,0.8681144693226299,0.635243034138905,1.103666919441943,97
22.713,75.8236,15,3,0.8298820619873376,0.958765528601053,0.9989783790538895,23
22.713,75.8236,15,3,0.9073623308282543,0.6280501274609513,1.3608147121368301,28
22.7373,75.8849,22,3,0.29228336022945395,0.5081739904320508,0.6068647295849918,77
22.7406,75.8509,22,3,0.21526056842174318,0.5804477385938502,1.9814737601815826,72
22.7115,75.8601,18,3,0.5879115809654345,0.6914884963909215,0.8637872999945548,70
22.7115,75.8601,8,3,0.8570934459377162,0.006341481041011111,0.7733874531004941,67
22.7571,75.8822,14,3,0.8362604373406101,0.8737182468358488,1.7971329748901907,58
22.72,75.8437,0,3,0.14852520756653,0.1582389929209186,1.3447146884627974,47
22.7269,75.8516,18,3,0.6651133474998632,0.7460081589765619,2.3854457760976677,75
22.6905,75.8191,12,3,0.8984790533250319,0.7643585542147785,0.7069744142676877,55
22.7177,75.8647,20,5,0.2898979380087064,0.8796259597742679,0.03697806324095121,62
22.7182,75.8749,20,5,0.0350790911481381,0.7384325766856372,0.47543472903384454,68
22.7533,75.8937,19,5,0.27097263875331035,0.5140311707371955,1.946444733402695,72
22.7406,75.8509,15,5,0.8121632243375079,0.795524179024677,1.0821095216942411,56
22.7406,75.8509,16,5,0.9209952644222731,0.8726697048162244,1.3577532573852689,54
22.7244,75.8839,13,5,0.84922402463364,0.5556554268606103,1.9217364533237924,33
22.7152,75.87,17,5,0.9821646401448119,0.6953540108758492,0.06970945499313297,24
22.66215,75.9035,12,5,0.8076288833619727,0.8064543341984189,6.7377012703516375,45
22.7406,75.8509,13,5,0.8991779538257284,0.9816579843685587,0.36307384883940363,21
22.713,75.8236,23,5,0.1223163612422484,0.5390099432654097,1.6929313113591444,43
22.6854,75.6143,20,5,0.1294908820007971,0.542993451021622,22.042290720178904,59
22.7853,75.9057,4,5,0.051979573275636494,0.009120223303526442,6.913725279615289,100
22.7462,75.8682,20,5,0.27872382631283393,0.750064328712449,1.4962962155830233,77
22.72,75.8437,0,5,0.04400179088527306,0.18854852981342973,1.5391823610769153,89
22.713,75.8236,22,5,0.11525699958683537,0.4254925316870073,0.9532877749876006,81
22.7368,75.9086,23,5,0.2558931402492409,0.4265329847877143,3.510337611874098,100
22.7278,75.8046,14,5,0.8007206965352178,0.7581015694363793,3.08789975254787,100
22.7368,75.9086,22,5,0.029735037651394958,0.32096099851365195,3.0133021494202743,54
22.5524,75.7565,3,5,0.07347096806401382,0.15731248315664773,18.191455473410194,66
22.814795,75.935097,16,5,0.9338194314453394,0.9253540788517916,10.379312194898288,42
22.8514,75.5422,17,5,0.9601594995349244,0.7852696990016694,35.004800695891184,43
22.7462,75.8682,21,5,0.20514688106220522,0.3879543234906444,0.3693592349988859,81
22.7406,75.8509,11,5,0.8324061085995463,0.8371930942921041,0.9937599776506587,24
22.7406,75.8509,14,5,0.9723627747758298,0.7023103090378657,1.8324991832552913,69
22.724,75.8621,9,6,0.852147782039559,0.7854820400908984,1.4135670842703918,67
22.7224,75.8743,19,6,0.24376375594799948,0.9248247524480443,1.1017106283574276,32
22.7096,75.8885,14,6,0.8184559536536873,0.6505339338640446,2.5005886654155742,35
22.7145,75.8802,23,6,0.054260358385145875,0.5254456767272886,1.5186132638851877,83
22.7007,75.8672,22,6,0.29692172587449606,0.3421055262222553,1.069981397445994,80
22.7428,75.9034,18,6,0.46260806869236687,0.5399852450978513,2.4855955246780863,82
22.7073,75.9131,22,6,0.09750250408317357,0.5932007747256343,5.130387203040912,99
22.7093,75.9014,13,6,0.8642953482100342,0.9963227367731806,4.213512521516838,38
22.706,75.8605,18,6,0.4166861543225513,0.5290283872418626,1.02361410019778,65
22.6962,75.8875,13,6,0.9659243874699686,0.7793062273713207,2.2690819668305005,70
22.6474,75.9031,21,6,0.27402208882847207,0.23903709746921342,8.03650139899341,62
22.7048,75.8366,22,6,0.09629488692316153,0.24058152853073464,1.7455030568718564,88
22.68883,75.83114,8,6,0.8943432613248719,0.1493779362082775,1.835426197018873,38
22.79283,75.738,20,6,0.006385585748126965,0.9057173513262378,12.178176543821126,96
22.53765,75.83305,8,6,0.872092232644829,0.17303247891547396,17.77031856069475,94
22.539,75.911397,17,6,0.8106807148626459,0.9169727504609381,20.097700350535323,100
22.72522,75.8713,21,6,0.11342657161828863,0.3739540638543652,1.5229921475669745,45
22.7236,75.8591,6,0,0.49396742227142976,0.17565821494171885,1.945894325055381,44
22.737,75.88501,23,0,0.26933038297102974,0.32396595896709546,0.6051864422598571,81
22.737,75.88501,7,0,0.8913810353765325,0.13559262671862377,0.8147218540321008,34
22.7379,75.897,19,0,0.09426022848691393,0.8857774065965698,1.3478939188983627,37
22.7657,75.8859,20,0,0.2531911168802393,0.6872218990858938,2.546654570209925,43
22.7813,75.9034,13,0,0.8506850359715472,0.907442560881142,5.69317893750074,83
22.726,75.927,10,0,0.9469918562982059,0.9765719566471718,5.2334552452540475,41
22.726,75.927,14,0,0.949314766926759,0.8682562712406906,5.264348958447823,42
22.7462,75.879,23,0,0.29039886399446213,0.38423910104637204,1.013573881328941,39
22.794868,75.853759,19,0,0.05717707499304335,0.9096082599161074,5.991487350868723,85
22.699621,75.859932,19,0,0.2590491928997458,0.6797145753471006,2.039185142960676,71
22.710027,75.862469,3,0,0.18177589013810286,0.054900848909497736,0.6254149179628312,86
22.698714,75.868101,18,0,0.6169639224083379,0.8220488909682471,0.9969704593218199,58
22.725692,75.838532,12,0,0.9849779335293322,0.8814212106312432,0.6637936542355212,52
22.728529,75.845047,14,0,0.8732501360230842,0.7012461416577328,1.1742468632987138,27
22.728529,75.845047,15,0,0.8730353472139414,0.9631431914790429,1.7834049972407753,26
22.706607,75.838129,0,0,0.21055590965802093,0.11581398604137949,2.107766752634831,90
22.737303,75.885012,13,0,0.8809113348937059,0.556609764805556,1.2462278855177822,69
22.696486,75.831778,14,0,0.9825139908614061,0.9987302960829727,1.251788277062494,21
22.682472,75.837122,22,0,0.06139888192727949,0.5365888445792588,2.78755095952635,49
22.690853,75.770579,19,0,0.19185693621765512,0.8582142740870066,5.381723467624334,84
22.682074,75.852002,14,0,0.8134478399366782,0.823998184863785,3.6690008371029212,68
22.671956,75.830021,21,0,0.29946739900966673,0.4783753292612787,3.1794385074679186,49
22.531931,75.769126,22,0,0.24013257049923628,0.27618131287811576,19.642374264219324,100
22.929638,75.914387,19,0,0.028980142138622475,0.9854323848528279,21.601208822962597,54
22.539009,75.911397,21,0,0.24880543417525644,0.527473954617578,19.625932317264787,98
22.851444,75.542195,18,0,0.4745771369474508,0.9893155769156892,35.71605843977705,88
22.727177,75.84129,11,1,0.9605700238002344,0.6775423679756518,1.322427232906875,67
22.728835,75.8796,17,1,0.8156457560996239,0.737206817549789,1.294247264328197,28
22.725116,75.887766,15,1,0.8840764240644959,0.7125631923562152,2.1894225261174913,31
22.738098,75.887258,21,1,0.04653181057981258,0.5701719729359331,0.6967852235022005,80
22.730898,75.913329,20,1,0.2829991516179026,0.6291991574338271,5.234376636847865,100
22.703141,75.861505,13,1,0.9007516021094708,0.96859450029187,0.9838220243477618,21
22.701789,75.866702,15,1,0.8639564353865856,0.636728670159995,1.261127838767881,68
22.69968,75.864652,17,1,0.9287024244937111,0.8220749152488629,1.7665308360848702,67
22.711535,75.860105,18,1,0.6731701366121396,0.5076527951673286,0.8523845238023391,32
22.711535,75.860105,14,1,0.8768493638948105,0.7025867633788443,1.0919096354144362,26
22.757062,75.882186,20,1,0.18509054096889407,0.9060858942213814,1.8683939450600078,77
22.757062,75.882186,1,1,0.060942246279035994,0.13745218358836928,1.386048376787258,88
22.70607,75.860504,11,1,0.9045336563770904,0.8114209978967434,1.844857810308576,28
22.714156,75.856339,10,1,0.8814522415150671,0.5681364239823765,1.3160025597136942,69
22.72675,75.881079,14,2,0.8844661406939951,0.8465013544117744,1.467755135661523,26
22.721868,75.874134,20,2,0.08532492240474761,0.8147319790376981,1.202559894728548,67
22.72104,75.903652,13,2,0.8333069454399625,0.8456335809159181,3.6048248463101045,100
22.729645,75.897313,22,2,0.0673000177568839,0.4273568340386364,1.8430766707493826,46
22.744118,75.894023,18,2,0.5975782271024872,0.6851647590774519,2.4146952674281232,67
22.792347,75.907511,14,2,0.8976618900694325,0.5246717888653758,7.409847424492579,78
22.792347,75.907511,16,2,0.8350773722769509,0.7876288604610022,7.170285249942574,45
22.741773,75.923824,18,2,0.6952872974863243,0.6409268051748812,5.070288790622885,89
22.741773,75.923824,0,2,0.0664276780906301,0.19738427626875044,4.553333257167007,100
22.728835,75.8796,20,2,0.0815422762033173,0.570947131744134,0.5053029427971797,40
22.771026,75.851612,13,2,0.8815906546469231,0.9819526344655615,3.8884347749002064,76
22.707853,75.860957,16,2,0.8710064012534326,0.5445517052521569,0.8699038260888082,68
22.707853,75.860957,17,2,0.8866792014777276,0.7130494054762926,1.689840511063883,69
22.710027,75.862469,19,2,0.27131284412566664,0.643657508632548,0.44765353820841186,36
22.683873,75.879972,12,2,0.9322137664215235,0.5819807178730783,3.3718109812188177,69
22.673236,75.874455,21,2,0.21348000140623172,0.4945808865849813,4.671550294040492,97
22.714573,75.846375,12,2,0.8489250376453603,0.9950247823323912,1.3235293085684305,23
22.707243,75.842508,20,2,0.23348745358080725,0.5480132937732136,2.418088394176122,75
22.713983,75.841481,20,2,0.25090256582770865,0.7918654827107636,2.2371452335382083,40
22.70976,75.830908,19,2,0.27201305189415137,0.926873136673944,1.5657955870761486,100
22.708832,75.828798,21,2,0.03931819684697254,0.2119593204162006,0.8647056763170257,86
22.71297,75.82358,3,2,0.08823578109161014,0.10878041278696318,1.7627552304635008,90
22.693481,75.821483,21,2,0.028874795788165607,0.29003949005062407,0.2346637625715251,85
22.531931,75.769126,12,2,0.9189661213308477,0.9513166018045027,20.78340310076299,41
22.719569,75.857726,10,2,0.8788484670276657,0.8721284748642911,1.1957158508290895,24
22.686437,76.032055,23,2,0.13487871623454722,0.3016575773999062,18.929041725421317,63
22.73726,75.875987,21,2,0.019311701492188815,0.41801641431006364,0.9440916214819894,73
22.720992,75.876083,21,2,0.24521207962593225,0.44098173877966124,1.6663374584954866,73
22.736676,75.883168,10,2,0.9257945287021254,0.8199611756963601,1.0422203915687034,24
22.746527,75.887139,10,2,0.9219906423626154,0.9092050550540519,1.832839336848382,26
22.769531,75.888772,10,2,0.9301278188937345,0.7376755903155974,3.388373379434529,36
